Time,Device name,Acceleration X(g),Acceleration Y(g),Acceleration Z(g),X acceleration amplitude(g),Y acceleration amplitude(g),Z acceleration amplitude(g),X velocity amplitude(mm/s),Y velocity amplitude(mm/s),Z velocity amplitude(mm/s),X displacement amplitude(um),Y displacement amplitude(um),Z displacement amplitude(um),X frequency vibration frequency(Hz),Y frequency vibration frequency(Hz),Z frequency vibration frequency(Hz),Chip Time(),Temperature(℃),Version number()
 22:19:27.079,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6245, 0.1211, 0.9341, 0.6660, 0.2847, 51.92, 33.03, 0.00, 420, 267, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.260, 22.16, 10210.1.22,
 22:19:27.168,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6245, 0.1216, 1.0415, 0.7197, 0.2935, 52.42, 33.35, 0.00, 424, 269, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.350, 21.90, 10210.1.22,
 22:19:27.258,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6245, 0.1216, 1.1890, 0.8608, 0.3066, 54.33, 35.12, 0.00, 439, 284, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.440, 21.97, 10210.1.22,
 22:19:27.346,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7822, 0.6245, 0.1221, 1.2773, 0.9121, 0.3149, 55.12, 36.21, 0.00, 446, 293, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.530, 21.84, 10210.1.22,
 22:19:27.436,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6245, 0.1221, 1.2798, 0.9443, 0.3169, 54.73, 36.89, 0.00, 442, 298, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.615, 21.90, 10210.1.22,
 22:19:27.525,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6245, 0.1226, 1.2969, 0.9434, 0.3198, 55.98, 37.42, 0.00, 453, 302, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.705, 21.90, 10210.1.22,
 22:19:27.614,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6240, 0.1226, 1.2935, 0.9307, 0.3188, 56.71, 37.66, 0.00, 459, 304, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.795, 21.78, 10210.1.22,
 22:19:27.705,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7827, 0.6240, 0.1230, 1.3047, 0.9814, 0.3145, 57.54, 38.64, 0.00, 465, 312, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.885, 22.16, 10210.1.22,
 22:19:27.795,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7832, 0.6240, 0.1230, 1.3086, 1.0029, 0.3301, 58.20, 39.49, 0.00, 471, 319, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:37.975, 21.84, 10210.1.22,
 22:19:27.885,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7832, 0.6240, 0.1235, 1.3223, 1.0049, 0.3359, 58.09, 39.29, 0.00, 470, 318, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.065, 21.97, 10210.1.22,
 22:19:27.974,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7832, 0.6240, 0.1240, 1.3682, 0.9819, 0.3496, 57.92, 38.62, 0.00, 468, 312, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.155, 21.71, 10210.1.22,
 22:19:28.063,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7837, 0.6240, 0.1240, 1.3682, 0.9819, 0.3496, 57.92, 38.62, 0.00, 468, 312, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.245, 21.90, 10210.1.22,
 22:19:28.152,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7837, 0.6240, 0.1240, 1.3301, 0.9712, 0.3447, 56.96, 38.20, 0.00, 460, 309, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.335, 21.90, 10210.1.22,
 22:19:28.242,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7837, 0.6235, 0.1240, 1.2798, 0.9526, 0.3271, 55.91, 37.21, 0.00, 452, 301, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.425, 21.90, 10210.1.22,
 22:19:28.332,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7842, 0.6235, 0.1245, 1.2554, 0.9526, 0.3188, 55.93, 37.31, 0.00, 452, 301, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.510, 21.65, 10210.1.22,
 22:19:28.421,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7842, 0.6230, 0.1245, 1.2534, 0.9526, 0.3149, 56.04, 37.35, 0.00, 453, 302, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.605, 21.78, 10210.1.22,
 22:19:28.512,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7842, 0.6230, 0.1245, 1.2407, 0.9277, 0.3037, 55.68, 37.05, 0.00, 450, 299, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.690, 21.84, 10210.1.22,
 22:19:28.601,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6230, 0.1250, 1.1162, 0.8657, 0.2881, 53.80, 35.85, 0.00, 435, 290, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.785, 21.97, 10210.1.22,
 22:19:28.691,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6230, 0.1250, 0.9136, 0.7603, 0.2935, 51.63, 33.89, 0.00, 417, 274, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.870, 21.84, 10210.1.22,
 22:19:28.782,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6226, 0.1255, 0.8101, 0.7153, 0.2935, 50.83, 33.41, 0.00, 411, 270, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:38.960, 21.84, 10210.1.22,
 22:19:28.874,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6226, 0.1255, 0.7583, 0.7065, 0.2852, 50.15, 32.87, 0.00, 405, 266, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:39.055, 21.90, 10210.1.22,
 22:19:28.962,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6226, 0.1260, 0.7305, 0.6646, 0.2876, 49.95, 32.51, 0.00, 404, 263, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:39.145, 22.09, 10210.1.22,
 22:19:29.052,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6226, 0.1260, 0.7202, 0.6445, 0.2905, 49.69, 32.27, 0.00, 402, 261, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:39.235, 21.97, 10210.1.22,
 22:19:29.140,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6226, 0.1260, 0.7202, 0.6445, 0.2905, 49.69, 32.27, 0.00, 402, 261, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:39.320, 21.84, 10210.1.22,
 22:19:29.228,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6221, 0.1265, 0.7026, 0.6426, 0.2959, 49.45, 31.84, 0.00, 400, 257, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.410, 21.84, 10210.1.22,
 22:19:29.317,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6221, 0.1265, 0.6943, 0.6338, 0.2969, 48.83, 31.47, 0.00, 395, 254, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.495, 21.90, 10210.1.22,
 22:19:29.406,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6221, 0.1265, 0.6934, 0.6294, 0.3037, 48.63, 31.19, 0.00, 393, 252, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.585, 21.84, 10210.1.22,
 22:19:29.496,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7842, 0.6221, 0.1270, 0.7041, 0.6182, 0.2935, 47.98, 30.60, 0.00, 388, 247, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.675, 21.84, 10210.1.22,
 22:19:29.585,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6221, 0.1270, 0.6978, 0.6094, 0.2988, 48.02, 30.72, 0.00, 388, 248, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.765, 21.90, 10210.1.22,
 22:19:29.673,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7842, 0.6221, 0.1274, 0.7197, 0.6177, 0.2905, 48.42, 30.76, 0.00, 391, 248, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.855, 21.90, 10210.1.22,
 22:19:29.762,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7842, 0.6221, 0.1274, 0.7119, 0.6050, 0.2817, 48.38, 30.74, 0.00, 391, 248, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:39.945, 21.90, 10210.1.22,
 22:19:29.853,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6216, 0.1274, 0.7114, 0.5967, 0.2876, 48.36, 30.95, 0.00, 391, 250, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:40.030, 21.84, 10210.1.22,
 22:19:29.944,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6216, 0.1279, 0.7197, 0.6016, 0.2773, 48.43, 31.08, 0.00, 391, 251, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:40.120, 21.90, 10210.1.22,
 22:19:30.036,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6216, 0.1279, 0.7197, 0.6016, 0.2773, 48.43, 31.08, 0.00, 391, 251, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:40.215, 21.90, 10210.1.22,
 22:19:30.127,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6216, 0.1279, 0.7129, 0.6187, 0.2788, 48.32, 31.40, 0.00, 391, 254, 0, 19.6, 19.9, 19.6, 2000-00-00 01:10:40.305, 21.97, 10210.1.22,
 22:19:30.218,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6216, 0.1284, 0.6997, 0.6211, 0.2813, 47.76, 31.29, 0.00, 381, 250, 0, 19.9, 19.9, 19.6, 2000-00-00 01:10:40.395, 21.90, 10210.1.22,
 22:19:30.309,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6216, 0.1284, 0.6885, 0.6108, 0.2764, 47.52, 31.24, 0.00, 379, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:40.485, 21.90, 10210.1.22,
 22:19:30.399,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6211, 0.1284, 0.6919, 0.6216, 0.2900, 47.68, 31.54, 0.00, 381, 252, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:40.580, 22.16, 10210.1.22,
 22:19:30.488,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6211, 0.1289, 0.6948, 0.6484, 0.2783, 47.93, 32.48, 0.00, 383, 259, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:40.670, 21.78, 10210.1.22,
 22:19:30.577,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6211, 0.1289, 0.7222, 0.6943, 0.2920, 48.14, 31.94, 0.00, 384, 255, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:40.760, 21.78, 10210.1.22,
 22:19:30.667,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7847, 0.6206, 0.1294, 0.7349, 0.6323, 0.2920, 49.97, 31.72, 0.00, 399, 253, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:40.845, 21.90, 10210.1.22,
 22:19:30.756,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7852, 0.6206, 0.1299, 0.8174, 0.6367, 0.2974, 51.93, 32.20, 0.00, 415, 257, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:40.935, 21.78, 10210.1.22,
 22:19:30.845,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7852, 0.6206, 0.1299, 0.8999, 0.6396, 0.3037, 52.86, 31.97, 0.00, 422, 255, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.025, 21.84, 10210.1.22,
 22:19:30.935,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7852, 0.6206, 0.1304, 0.9014, 0.6040, 0.3052, 52.91, 31.52, 0.00, 422, 251, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.115, 21.84, 10210.1.22,
 22:19:31.025,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7852, 0.6201, 0.1309, 0.8682, 0.5830, 0.2900, 52.66, 31.25, 0.00, 420, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.205, 21.78, 10210.1.22,
 22:19:31.116,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7852, 0.6201, 0.1309, 0.8682, 0.5830, 0.2900, 52.66, 31.25, 0.00, 420, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.295, 21.78, 10210.1.22,
 22:19:31.207,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7856, 0.6201, 0.1309, 0.8916, 0.5654, 0.2905, 52.84, 31.35, 0.00, 422, 250, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.385, 21.84, 10210.1.22,
 22:19:31.298,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7856, 0.6196, 0.1313, 0.8608, 0.5630, 0.2920, 52.42, 31.13, 0.00, 418, 248, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.475, 21.84, 10210.1.22,
 22:19:31.386,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7856, 0.6196, 0.1318, 0.8604, 0.5811, 0.2969, 52.19, 31.21, 0.00, 417, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.565, 21.90, 10210.1.22,
 22:19:31.476,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7861, 0.6196, 0.1318, 0.8940, 0.5688, 0.3062, 52.43, 31.25, 0.00, 419, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.655, 21.78, 10210.1.22,
 22:19:31.566,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7861, 0.6191, 0.1323, 0.8579, 0.5503, 0.2939, 51.94, 31.02, 0.00, 415, 247, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.745, 21.84, 10210.1.22,
 22:19:31.657,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7861, 0.6191, 0.1323, 0.8022, 0.5498, 0.2910, 51.53, 31.00, 0.00, 411, 247, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.835, 22.09, 10210.1.22,
 22:19:31.746,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7866, 0.6191, 0.1323, 0.8301, 0.5454, 0.2861, 51.47, 30.85, 0.00, 411, 246, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:41.925, 21.78, 10210.1.22,
 22:19:31.837,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7866, 0.6187, 0.1328, 0.8545, 0.5391, 0.2842, 51.94, 31.23, 0.00, 415, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.015, 21.97, 10210.1.22,
 22:19:31.927,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7866, 0.6187, 0.1328, 0.8101, 0.5376, 0.2939, 51.40, 30.70, 0.00, 410, 245, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.105, 21.90, 10210.1.22,
 22:19:32.017,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7866, 0.6187, 0.1333, 0.7642, 0.5332, 0.2969, 49.96, 30.04, 0.00, 399, 240, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.195, 21.84, 10210.1.22,
 22:19:32.108,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7866, 0.6182, 0.1333, 0.7466, 0.5239, 0.3032, 49.50, 29.85, 0.00, 395, 238, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.285, 21.84, 10210.1.22,
 22:19:32.199,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6182, 0.1333, 0.7466, 0.5239, 0.3032, 49.50, 29.85, 0.00, 395, 238, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.380, 21.97, 10210.1.22,
 22:19:32.289,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6182, 0.1333, 0.7412, 0.5088, 0.3062, 49.76, 30.21, 0.00, 397, 241, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.470, 21.84, 10210.1.22,
 22:19:32.380,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6182, 0.1338, 0.7485, 0.5088, 0.3101, 50.40, 30.65, 0.00, 402, 244, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.560, 21.71, 10210.1.22,
 22:19:32.471,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1338, 0.7671, 0.5190, 0.3066, 51.45, 31.25, 0.00, 411, 249, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.650, 21.97, 10210.1.22,
 22:19:32.560,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1343, 0.9414, 0.5840, 0.3149, 53.07, 32.07, 0.00, 424, 256, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.740, 21.97, 10210.1.22,
 22:19:32.651,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1348, 1.2212, 0.7930, 0.3325, 55.57, 34.55, 0.00, 444, 276, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.830, 21.71, 10210.1.22,
 22:19:32.742,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1348, 1.3516, 0.9102, 0.3418, 57.62, 36.99, 0.00, 460, 295, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:42.920, 21.65, 10210.1.22,
 22:19:32.832,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1353, 1.4106, 0.9487, 0.3486, 58.97, 38.25, 0.00, 471, 305, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:43.010, 21.84, 10210.1.22,
 22:19:32.924,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1353, 1.4819, 1.0142, 0.3594, 60.00, 39.65, 0.00, 479, 316, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:43.100, 21.65, 10210.1.22,
 22:19:33.014,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1357, 1.5034, 1.0474, 0.3521, 60.54, 40.15, 0.00, 483, 320, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:43.195, 22.09, 10210.1.22,
 22:19:33.104,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1357, 1.5366, 1.0796, 0.3560, 61.10, 40.44, 0.00, 488, 323, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:43.285, 21.40, 10210.1.22,
 22:19:33.196,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6182, 0.1362, 1.5361, 1.0571, 0.3486, 61.14, 40.28, 0.00, 488, 321, 0, 19.9, 19.9, 19.9, 2000-00-00 01:10:43.375, 21.97, 10210.1.22,
 22:19:33.285,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7876, 0.6182, 0.1362, 1.5361, 1.0571, 0.3486, 61.14, 40.28, 0.00, 488, 321, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:43.465, 21.78, 10210.1.22,
 22:19:33.376,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1362, 1.2324, 1.0415, 0.3589, 52.62, 39.38, 0.00, 420, 314, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:43.555, 21.90, 10210.1.22,
 22:19:33.466,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1362, 1.0171, 0.9932, 0.3315, 47.91, 37.75, 0.00, 382, 301, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:43.645, 21.90, 10210.1.22,
 22:19:33.556,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1362, 0.9238, 0.8511, 0.2915, 48.84, 37.01, 0.00, 390, 295, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:43.735, 21.97, 10210.1.22,
 22:19:33.646,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1367, 0.8647, 0.7715, 0.3027, 49.07, 34.09, 0.00, 392, 272, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:43.825, 21.84, 10210.1.22,
 22:19:33.736,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7871, 0.6177, 0.1367, 0.9199, 0.8594, 0.3159, 51.84, 35.95, 0.00, 414, 287, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:43.915, 21.97, 10210.1.22,
 22:19:33.827,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7876, 0.6172, 0.1372, 1.1191, 1.0171, 0.3159, 55.18, 39.05, 0.00, 440, 312, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:44.005, 21.71, 10210.1.22,
 22:19:33.917,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7876, 0.6172, 0.1372, 1.2241, 0.9507, 0.3232, 56.23, 38.60, 0.00, 449, 308, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:44.095, 21.84, 10210.1.22,
 22:19:34.008,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7881, 0.6172, 0.1377, 1.2134, 0.9233, 0.3076, 55.84, 37.57, 0.00, 446, 300, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:44.185, 21.90, 10210.1.22,
 22:19:34.099,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7881, 0.6167, 0.1377, 1.2285, 0.8701, 0.3096, 56.19, 36.96, 0.00, 449, 295, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:44.280, 21.84, 10210.1.22,
 22:19:34.189,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7886, 0.6167, 0.1382, 1.2827, 0.8940, 0.3066, 56.97, 37.66, 0.00, 455, 301, 0, 19.9, 19.6, 19.9, 2000-00-00 01:10:44.370, 21.90, 10210.1.22,
 22:19:34.278,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7886, 0.6162, 0.1382, 1.2896, 0.8770, 0.2988, 58.03, 37.72, 0.00, 469, 305, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.460, 21.90, 10210.1.22,
 22:19:34.367,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7886, 0.6162, 0.1382, 1.2896, 0.8770, 0.2988, 58.03, 37.72, 0.00, 469, 305, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.550, 21.90, 10210.1.22,
 22:19:34.457,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7891, 0.6162, 0.1387, 1.3247, 0.8647, 0.3052, 58.80, 37.09, 0.00, 475, 300, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.635, 21.71, 10210.1.22,
 22:19:34.547,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7891, 0.6157, 0.1387, 1.3398, 0.8569, 0.3145, 59.29, 37.45, 0.00, 479, 303, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.725, 21.97, 10210.1.22,
 22:19:34.637,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7891, 0.6157, 0.1387, 1.3481, 0.8325, 0.3052, 59.46, 37.30, 0.00, 481, 301, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.815, 21.78, 10210.1.22,
 22:19:34.726,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7896, 0.6157, 0.1392, 1.3242, 0.8110, 0.3052, 58.93, 37.29, 0.00, 476, 301, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.905, 21.90, 10210.1.22,
 22:19:34.816,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7896, 0.6152, 0.1392, 1.2837, 0.8086, 0.3018, 58.12, 36.93, 0.00, 470, 298, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:44.995, 21.90, 10210.1.22,
 22:19:34.907,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7896, 0.6152, 0.1392, 1.1543, 0.8066, 0.2876, 56.00, 36.35, 0.00, 453, 294, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:45.085, 21.78, 10210.1.22,
 22:19:34.996,d3936a3e-b5f0-4115-b0f6-a014a23744d3, 0.7896, 0.6152, 0.1396, 0.9253, 0.7183, 0.2764, 52.99, 34.74, 0.00, 428, 281, 0, 19.6, 19.6, 19.6, 2000-00-00 01:10:45.175, 21.84, 10210.1.22,
